rank,id_compra,id_compra_item,numero_controle_PNCP,ID_contratacao_PNCP,orgao_cnpj,orgao_razao_social,unidade_orgao,municipio,uf,ibge,modalidade,fornecedor_cnpj,fornecedor_nome,item_desc,item_desc_detalhada,material_ou_servico,cod_item_catalogo,catalog_code,catalog_match,qty,unidade_medida,unit_price,total,qty_band,quarter,peer_n,median,mad,score,score_kind,data_error,data_error_qty_x_price_over_total,source_item_url,source_compra_url,pncp_id,pncp_consulta
56,45006807000362024,4500680700036202400001,32512501000143-1-000053/2024,32512501000143-1-000053/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Inexigibilidade,00495290000191,ACLARA PRODUCOES ARTISTICAS LTDA,Apresentação Artística / Musical / Canto / Coral Apresentação Artística / Musical / Canto / Coral,,Serviço,,,none,1.000000,UNIDADE,54000.000000,54000.000000,1,2024Q2,4,1530.000000,0.000000,35.294118,price_over_median,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000053/2024,https://pncp.gov.br/app/editais/32512501000143-1-000053/2024
57,92776107000532024,9277610700053202400001,29063294000182-1-000050/2024,29063294000182-1-000050/2024,29063294000182,SERVICO AUTONOMO HOSPITALAR,SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Inexigibilidade,00029372000302,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARE,Manutenção e Reparo em Equipamento - Uso Médico Manutenção e Reparo em Equipamento - Uso Médico,Manutenção e Reparo em Equipamento - Uso Médico Manutenção e Reparo em Equipamento - Uso Médico,Serviço,16055,16055,both,1.000000,UNIDADE,12064.000000,12064.000000,1,2024Q2,15,388.590000,338.850000,34.455983,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,29063294000182-1-000050/2024,https://pncp.gov.br/app/editais/29063294000182-1-000050/2024
58,92685005900782024,9268500590078202400042,39563911000162-1-000094/2024,39563911000162-1-000094/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,22810157000115,NOVA DENTAL COMERCIO E SERVICOS LTDA,Lima uso odontológico,"LIMA USO ODONTOLÓGICO, MATERIAL NÍQUEL/ TITÂNIO, MODELO ENDODÔNTICA, SISTEMARECIPROCANTE, COMPRIMENTO 25 MM, APLICAÇÃO COMPATÍVEL C/ CONTRA ÂNGULO ESISTEMA OSCILATÓRIO, TAMANHO R50",Material,608102,608102,catmat,80.000000,Unidade,60.900000,4872.000000,11-100,2024Q4,5,76.490000,0.460000,33.891304,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000094/2024,https://pncp.gov.br/app/editais/39563911000162-1-000094/2024
59,45006805900452024,4500680590045202400004,32512501000143-1-000050/2024,32512501000143-1-000050/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,39421287000169,ULTRA MAX COMERCIAL LTDA,Balde,"BALDE, MATERIAL POLIPROPILENO, CAPACIDADE 20 L, CARACTERÍSTICAS ADICIONAISAUTOCLAVÁVEL, GRADUAÇÃO EM SILKSCREEN, COM ALÇA",Material,367126,367126,catmat,1766.000000,Unidade,9.980000,17624.680000,1001+,2024Q3,3,7.280000,0.080000,33.750000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000050/2024,https://pncp.gov.br/app/editais/32512501000143-1-000050/2024
60,92668705900642024,9266870590064202400008,32504706000187-1-000140/2024,32504706000187-1-000140/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,08238866000147,ADONEX COMERCIO DE PRODUTOS PARA LABORATORIO LTDA,Solução Padrão,"Solução Padrão Tipo: Conjunto Completo , Concentração: Até 7500 Ntu , Característica Adicional: Até 6 Padrões",Material,428426,428426,catmat,1.000000,Unidade,1153.000000,1153.000000,1,2024Q4,12,109.820000,31.150000,33.488925,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000140/2024,https://pncp.gov.br/app/editais/32504706000187-1-000140/2024
61,92668705900642024,9266870590064202400019,32504706000187-1-000140/2024,32504706000187-1-000140/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,02954521000103,CERTILAB PRODUTOS E SERVICOS PARA LABORATORIO LTDA,Solução Padrão,"Solução Padrão Tipo: Conjunto Completo , Concentração: Até 7500 Ntu , Característica Adicional: Até 6 Padrões",Material,428426,428426,catmat,1.000000,Unidade,1144.000000,1144.000000,1,2024Q4,12,109.820000,31.150000,33.200000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000140/2024,https://pncp.gov.br/app/editais/32504706000187-1-000140/2024
62,92685005901352024,9268500590135202400056,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Clorexidina Digluconato,"Clorexidina Digluconato Concentração: 0,12%, Forma Farmacêutica: Colutório",Material,341174,341174,catmat,1400.000000,"Frasco 100,00 ML",21.020000,29428.000000,1001+,2024Q4,5,5.150000,0.480000,33.062500,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
63,92685005901352024,9268500590135202400060,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Daptomicina,"Daptomicina Concentração: 500MG, Forma Farmacêutica: Pó Liófilo P/ Injetável",Material,373415,373415,catmat,200.000000,Frasco-Ampola,332.320000,66464.000000,101-1000,2024Q4,4,133.352500,6.145000,32.378763,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
64,92685005901352024,9268500590135202400034,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Bromoprida,"Bromoprida Dosagem: 5MG/ML, Apresentação: Injetável",Material,269958,269958,catmat,49000.000000,"Ampola 2,00 ML",3.380000,165620.000000,1001+,2024Q4,5,1.440000,0.060000,32.333333,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
65,92668705900812024,9266870590081202400041,32504706000187-1-000168/2024,32504706000187-1-000168/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,27253891000144,S.K FERNANDES AUTOMACAO INDUSTRIAL LTDA,Disjuntor média tensão,"Disjuntor Média Tensão Características Adicionais: Caixa Moldada , Capacidade Interrupção Simétrica: 25 KA, Aplicação: Instalação Elétrica , Classe Tensão: 380 V, Corrente Nominal: 80 A, Tipo: Tripolar",Material,616962,616962,catmat,2.000000,Unidade,2000.000000,4000.000000,2-10,2024Q4,40,97.000000,58.960000,32.276119,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000168/2024,https://pncp.gov.br/app/editais/32504706000187-1-000168/2024
66,92685005900652024,9268500590065202400161,39563911000162-1-000140/2024,39563911000162-1-000140/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Lâmpada led,"Lâmpada Led Tensão Nominal: Bivolt V, Potência Nominal: 80 W, Tipo Base: E-27 , Cor: Branca , Aplicação: Para Uso  Em Geral , Temperatura De Cor: 6000 K, Frequência Nominal: 50/60 H",Material,614575,614575,catmat,500.000000,Unidade,106.520000,53260.000000,101-1000,2024Q3,5,11.120000,2.970000,32.121212,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000140/2024,https://pncp.gov.br/app/editais/39563911000162-1-000140/2024
67,92685005901352024,9268500590135202400100,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Meropenem,"Meropenem Dosagem: 1 G, Apresentação: Injetável",Material,268488,268488,catmat,23000.000000,Frasco-Ampola,31.190000,717370.000000,1001+,2024Q4,3,16.000000,0.500000,30.380000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
68,45006805900712024,4500680590071202400182,32512501000143-1-000102/2024,32512501000143-1-000102/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Folha cortiça,"Folha Cortiça Material: Cortiça , Espessura: 4 MM, Comprimento: 900 MM, Largura: 600 MM, Características Adicionais: Emborrachada",Material,604558,604558,catmat,350.000000,Unidade,37.640000,13174.000000,101-1000,2024Q3,13,41.140000,0.120000,29.166667,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000102/2024,https://pncp.gov.br/app/editais/32512501000143-1-000102/2024
69,92776105900832024,9277610590083202400001,29063294000182-1-000145/2024,29063294000182-1-000145/2024,29063294000182,SERVICO AUTONOMO HOSPITALAR,SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Petidina cloridrato,"Petidina Cloridrato Dosagem: 50 MG/ML, Apresentação: Solução Injetável",Material,272329,272329,catmat,200.000000,"Ampola 2,00 ML",11.080000,2216.000000,101-1000,2024Q3,4,3.700000,0.255000,28.941176,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,29063294000182-1-000145/2024,https://pncp.gov.br/app/editais/29063294000182-1-000145/2024
70,92685005901352024,9268500590135202400078,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Etomidato,"Etomidato Dosagem: 2MG/ML, Apresentação: Solução Injetável",Material,270116,270116,catmat,2200.000000,"Ampola 10,00 ML",19.570000,43054.000000,1001+,2024Q4,4,9.790000,0.350000,27.942857,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
71,92685005901352024,9268500590135202400117,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Omeprazol,"Omeprazol Concentração: 40MG, Uso: Injetável",Material,268160,268160,catmat,21500.000000,Frasco-Ampola,29.940000,643710.000000,1001+,2024Q4,5,9.000000,0.750000,27.920000,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
72,92685005901352024,9268500590135202400063,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Dexmedetomidina Cloridrato,"Dexmedetomidina Cloridrato Concentraçao: 100MCG/ML, Forma Farmaceutica: Solução Injetável",Material,352204,352204,catmat,3000.000000,"Ampola 2,00 ML",19.400000,58200.000000,1001+,2024Q4,5,7.780000,0.430000,27.023256,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
73,92668705900722024,9266870590072202400016,32504706000187-1-000141/2024,32504706000187-1-000141/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Martelete,"Martelete Tipo: Demolidor , Potência: 1.510 W, Tensão Alimentação: 220",Material,485697,485697,catmat,30.000000,Unidade,159.600000,4788.000000,11-100,2024Q3,3,53.110000,4.030000,26.424318,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000141/2024,https://pncp.gov.br/app/editais/32504706000187-1-000141/2024
74,92685005901302024,9268500590130202400008,39563911000162-1-000161/2024,39563911000162-1-000161/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Metformina cloridrato,,Material,,,none,1080.000000,Comprimido,0.770000,831.600000,1001+,2024Q4,6,0.124750,0.024750,26.070707,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000161/2024,https://pncp.gov.br/app/editais/39563911000162-1-000161/2024
75,92668705900812024,9266870590081202400039,32504706000187-1-000168/2024,32504706000187-1-000168/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,50889102000188,E.G.A REDE ELETRICA LTDA,Disjuntor média tensão,"Disjuntor Média Tensão Características Adicionais: Caixa Moldada , Capacidade Interrupção Simétrica: 25 KA, Aplicação: Instalação Elétrica , Classe Tensão: 380 V, Corrente Nominal: 80 A, Tipo: Tripolar",Material,616962,616962,catmat,4.000000,Unidade,1600.000000,6400.000000,2-10,2024Q4,40,97.000000,58.960000,25.491859,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000168/2024,https://pncp.gov.br/app/editais/32504706000187-1-000168/2024
76,92776105900962024,9277610590096202400022,29063294000182-1-000173/2024,29063294000182-1-000173/2024,29063294000182,SERVICO AUTONOMO HOSPITALAR,SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,24774241000156,MEDEVICES PRODUTOS MEDICOS E HOSPITALARES LTDA,Cateter central,"Cateter Central Aplicação: Venoso / Arterial , Tipo Implante: Umbilical , Matéria Prima: Poliuretano Radiopaco , Diâmetro: Cerca 3 Fr , Vias: Mono Lúmen , Comprimento: Cerca 40 CM, Conector: Conectores Padrão, Clamp E Tampa , Tipo Uso: Estéril, Descartável, Embalagem Individual",Material,448700,448700,catmat,45.000000,Unidade,142.890000,6430.050000,11-100,2024Q4,3,13.420000,5.410000,23.931608,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,29063294000182-1-000173/2024,https://pncp.gov.br/app/editais/29063294000182-1-000173/2024
77,92668705900842024,9266870590084202400002,32504706000187-1-000164/2024,32504706000187-1-000164/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Eletrodo Medição Ph,"Eletrodo Medição Ph Tipo: Combinado Universal , Componentes: Corpo Vidro/ Conexão Bnc / Junção Cerâmica , Temperatura Trabalho: 0 A 80 °C, Características Adicionais: Sistema Ref. Ag/Agcl, Ph 0 A 14",Material,282057,282057,catmat,6.000000,Unidade,545.130000,3270.780000,2-10,2024Q3,14,29.945000,21.790000,23.643185,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000164/2024,https://pncp.gov.br/app/editais/32504706000187-1-000164/2024
78,92685005901352024,9268500590135202400044,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Clindamicina,"Clindamicina Dosagem: 150MG/ML, Apresentação: Solução Injetável",Material,292419,292419,catmat,10700.000000,"Ampola 4,00 ML",10.780000,115346.000000,1001+,2024Q4,8,3.230000,0.320000,23.593750,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
79,45006805900712024,4500680590071202400052,32512501000143-1-000102/2024,32512501000143-1-000102/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Fita adesiva,,Material,,,none,500.000000,Unidade,11.640000,5820.000000,101-1000,2024Q3,3,3.390000,0.350000,23.571429,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000102/2024,https://pncp.gov.br/app/editais/32512501000143-1-000102/2024
80,92685005901352024,9268500590135202400110,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Morfina,"Morfina Apresentação: Sulfato, Concentração: 10mg",Material,271392,271392,catmat,19400.000000,Comprimido,1.230000,23862.000000,1001+,2024Q4,4,0.550000,0.030000,22.666667,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
81,92685005900772024,9268500590077202400177,39563911000162-1-000102/2024,39563911000162-1-000102/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Salmeterol xinafoato,,Material,,,none,12.000000,"Embalagem 60,00 DOSE(S)",83.420000,1001.040000,11-100,2024Q3,3,110.040000,1.180000,22.559322,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000102/2024,https://pncp.gov.br/app/editais/39563911000162-1-000102/2024
82,92685005901352024,9268500590135202400136,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Sugamadex,"Sugamadex Composição: Sal Sódico, Concentração: 100MG/ML, Forma Farmacêutica: Solução Injetável",Material,389863,389863,catmat,2500.000000,"Ampola 2,00 ML",141.810000,354525.000000,1001+,2024Q4,3,43.539800,4.639800,21.179835,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
83,45006805901042024,4500680590104202400074,32512501000143-1-000212/2024,32512501000143-1-000212/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,39421287000169,ULTRA MAX COMERCIAL LTDA,Luva borracha,"LUVA BORRACHA, MATERIAL BORRACHA NITRÍLICA, TAMANHO GRANDE, CARACTERÍSTICASADICIONAIS CA 32038; LUVA DE MALHA COM BANHO NITRÍLICO, TIPO PROTEÇÃORESISTENTE 1006N",Material,614948,614948,catmat,400.000000,Par,4.060000,1624.000000,101-1000,2024Q4,5,1.740000,0.110000,21.090909,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000212/2024,https://pncp.gov.br/app/editais/32512501000143-1-000212/2024
