idCompra;idCompraItem;idContratacaoPNCP;orgaoEntidadeCnpj;descricaoResumida;descricaodetalhada;materialOuServico;codItemCatalogo;unidadeMedida;quantidade;valorUnitarioEstimado;valorTotal;valorUnitarioResultado;valorTotalResultado;quantidadeResultado;codFornecedor;nomeFornecedor;dataInclusaoPncp;dataAtualizacaoPncp;dataResultado
98566106900012024;9856610690001202400001;27165653000187-1-000118/2024;27165653000187;Instalação / manutenção elétrica - predial, industrial;Munutenção do sistema fotovoltáico da EMEF Nicolau Borges - Com a retirada dos inversores que não estão funcionando e instalação de 03 (três) novos (fabricante: CANADIAN SOLAR ou outra marca compatível, potência (KM): 9,0, Garantia (defeitos): 10 anos, tensão: 220 Volts), teste de integridade dos cabos que ficaram submersos, para verificar a possibilidade de aproveitamento, limpeza e restauração do quadro elétrico de proteção dos inversores, limpeza e restauraçãodo inversor fotovoltaico que está funcionando e teste após instalação e acompanhamento por 10 (dez) dias.;S;5606.0;  UN;1.0;38235.29;38235.29;27759.33;27759.33;1.0;15467874000120;AUTO SEG SERVICOS DE COMUNICACAO E COMERCIO LTDA;2024-10-08 11:43:44;2024-10-24 10:31:11;2024-10-24
98567303900092024;9856730390009202400001;27165687000171-1-000074/2024;27165687000171;Obras civis de pavimentação de paralelepípedo;Obras civis de pavimentação de paralelepípedo;S;1422.0;  UN;1.0;232690.91;232690.91;232450.0;232450.0;1.0;35035263000110;ROBUST EMPREENDIMENTOS IMOBILIARIOS LTDA;2024-09-10 08:19:18;2024-10-14 12:38:34;2024-10-14
98568507001942024;9856850700194202400001;27165703000126-1-000002/2024;27165703000126;Comercialização / distribuição - vale transporte contratação de empresa vale transporte;Comercialização / distribuição - vale transporte contratação de empresa vale transporte;S;16470.0;UNIDADE;1.0;6600.0;6600.0;6600.0;6600.0;1.0;07432539000169;LATINA TRANSPORTE E TURISMO LTDA;2024-04-10 09:30:37;2024-04-10 09:30:46;2024-04-10
98076406000842024;9807640600084202400003;01612865000171-1-000034/2024;01612865000171;Manutenção de Motores a Combustão Manutenção de Motores a Combustão;Manutenção de Motores a Combustão Manutenção de Motores a Combustão;S;2321.0;UNIDADE;1.0;101.5;101.5;101.5;101.5;1.0;02789552000903;LIDER VEICULOS S. A.;2024-06-19 14:27:50;2024-06-19 14:27:50;2024-06-19
98007706900292024;9800770690029202400001;36862621000121-1-000050/2024;36862621000121;Fornecimento de Refeições / Lanches / Salgados / Doces;Fornecimento de marmitas contendo: (arroz, feijão, macarrão, carne bovina (bife) e salada em embalagens separadas), para serem entregues dia 05 de outubro de 2024 ás 19h00min;S;3697.0;  UN;16.0;26.94;431.04;24.79;396.64;16.0;55863276000195;55.863.276 AMANDA ESTER ALVES DE MELO;2024-09-23 16:15:36;2024-09-30 09:36:31;2024-09-30
98936905900232024;9893690590023202400029;01303221000100-1-000066/2024;01303221000100;Luva De Proteção;LUVA DE PROTEÇÃO, MATERIAL NITRÍLICA, APLICAÇÃO LIMPEZA, TIPO PUNHO LONGO,TAMANHO MÉDIO, COR AMARELA, ACABAMENTO PALMA ANTIDERRAPANTE, ESTERILIDADE NÃOESTERILIZADA, CARACTERÍSTICAS ADICIONAIS COM FORRO;M;208508.0;Unidade;600.0;4.4;2640.0;2.55;1530.0;600.0;37427537000142;RUBENS MARQUES FONSECA;2024-11-13 07:53:27;2024-12-03 09:35:43;2024-12-03
98940306000522025;9894030600052202500001;02451938000153-1-000017/2025;02451938000153;Coleta de Lixo - Residencial / Comercial / Industrial Coleta de Lixo - Residencial / Comercial / Industrial;Coleta de Lixo - Residencial / Comercial / Industrial Coleta de Lixo - Residencial / Comercial / Industrial;S;14265.0;KILOGRAMA;3600.0;4.5;16200.0;4.5;16200.0;3600.0;39155953000164;GYN RESIDUOS AMBIENTAL LTDA;2024-10-21 08:48:13;2024-10-21 08:51:14;2024-10-21
98967703900062024;9896770390006202400001;00097857000171-1-000036/2024;00097857000171;Construção / manutenção / reforma - telhado;Contratação de empresa especializada em serviços de engenharia para a execução de obra de reforma e revitalização das instalações da UNIDADE POSTO DE SAÚDEDA FAMÍLIA - PSF Nº 01, no Município de Santo Antônio do Descoberto   GO;S;19224.0;UNIDADE;1.0;645441.59;645441.59;484081.25;484081.25;1.0;07795812000110;CONSTRUTORA FREDERICO BAZAGA LTDA;2024-07-03 07:11:16;2024-11-27 11:10:07;2024-11-27
98016205900122024;9801620590012202400051;01597627000134-1-000013/2024;01597627000134;Manutenção de Geladeiras e Bebedouros;Manutenção de Geladeiras e Bebedouros;S;3506.0;UN;50.0;231.29;11564.5;200.0;10000.0;50.0;13458703000100;PONTO FRIO REFRIGERACAO E COMERCIO LTDA;2024-08-30 07:38:57;2024-10-16 09:33:45;2024-10-16
98128505900302024;9812850590030202400001;12511093000106-1-000021/2024;12511093000106;Confecção Móveis / Placas / Painéis em vidro;Confecção Móveis / Placas / Painéis em vidro;S;22586.0;UNIDADE;1200.0;790.82;948984.0;760.0;912000.0;1200.0;08486543000172;VERAS E FORTES LTDA;2024-08-08 07:04:28;2024-09-16 07:40:45;2024-09-16
98022805900162024;9802280590016202400008;01612333000134-1-000020/2024;01612333000134;Transporte rodoviário - cargas / encomendas;SÃO DOMINGOS DO AZEITÃO/SÃO LUÍS/SÃO DOMINGOS DO AZEITÃO;S;3263.0;  UN;100.0;105.0;10500.0;68.0;6800.0;100.0;15436809000138;M. K. TRANSPORTES LTDA;2024-11-05 07:29:27;2024-12-02 08:45:12;2024-12-02
98092105900012024;9809210590001202400001;06307102000130-1-000170/2024;06307102000130;Consultoria e Assessoria - Contábil;Consultoria e Assessoria - Contábil;S;760.0;UNIDADE;1.0;83340.0;83340.0;35000.0;35000.0;1.0;03411044000100;M A FREITAS CHAVES;2024-10-18 07:51:06;2024-11-13 09:07:43;2024-11-13
98412303960022024;9841230396002202400001;18715383000140-1-000162/2024;18715383000140;Estudos e projetos - instalações prediais;Estudos e projetos - instalações prediais;S;264;UNIDADE;1.0;307301.7;307301.7;;;;;;2024-03-25 07:10:34;2024-10-18 17:30:37;
98422305901292024;9842230590129202400006;18659334000137-1-000477/2024;18659334000137;Fornecimento de Refeições / Lanches / Salgados / Doces;Fornecimento de Refeições / Lanches / Salgados / Doces;S;3697.0;  UN;600.0;0.97;584.0;0.8333;499.98;600.0;07718922000188;LUCAS SOARES COSTA LTDA;2024-09-19 07:24:09;2024-10-04 15:33:08;2024-10-04
98440303900072024;9844030390007202400001;17888082000155-1-000157/2024;17888082000155;Obras civis públicas ( construção );Obras civis públicas ( construção );S;5622.0;  UN;1.0;506281.72;506281.72;438794.3668;438794.3668;1.0;51723436000140;ALPHA ENGENHARIA E CONSTRUCOES LTDA;2024-11-25 08:35:13;2024-12-10 11:16:32;2024-12-10
98463706000282024;9846370600028202400006;18307835000154-1-000007/2024;18307835000154;Recrutamento e Seleção de Pessoal / Concurso Público / Vestibular Recrutamento e Seleção de Pessoal / Concurso Público / Vestibular;Recrutamento e Seleção de Pessoal / Concurso Público / Vestibular Recrutamento e Seleção de Pessoal / Concurso Público / Vestibular;S;10014.0;UNIDADE;360.0;125.0;45000.0;125.0;45000.0;360.0;11105473000170;INSTITUTO DE PESQUISA, GESTAO E TECNOLOGIA;2024-05-06 09:43:02;2024-05-06 09:43:06;2024-05-06
98903705900682024;9890370590068202400004;03576220000156-1-000108/2024;03576220000156;Grade Aradora;GRADE ARADORA, ESTRUTURA VIGAS TUBULARES, TIPO ENGATE DE ARRASTO, DIÂMETROEIXO 1 5/8 POL, LARGURA ARADA 1.500 MM, PROFUNDIDADE SULCO 150 A 180 MM,POTÊNCIA REQUERIDA 60 A 90 CV, TIPO MANCAIS DE ATRITO, QUANTIDADE DISCO 14,DIÂMETRO DISCO 24 POL;M;221992.0;Unidade  ;1.0;42158.5;42158.5;24000.0;24000.0;1.0;34026911000100;ALX IMPLEMENTOS AGRICOLAS LTDA;2024-10-18 07:48:38;2024-11-18 16:04:35;2024-11-18
98910705990142024;9891070599014202400119;03442597000112-1-000060/2024;03442597000112;Manutenção em Equipamentos de Consultório Odontológico;Manutenção em Equipamentos de Consultório Odontológico;S;5797.0;UNIDADE;350.0;103.77;36319.5;85.0;29750.0;350.0;12399413000170;ISOTEC ASSISTENCIA TECNICA EM EQUIPAMENTOS MEDICOS E ODONTOLOGICOS LTDA;2024-09-27 07:38:45;2024-11-26 09:14:47;2024-11-26
98904705900302024;9890470590030202400153;03214145000183-1-000079/2024;03214145000183;Fita veda rosca;FITA VEDA ROSCA, MATERIAL TEFLON, COMPRIMENTO 50 M, LARGURA 12 MM, ESPESSURA0,06 A 0,08 MM, RESISTÊNCIA TEMPERATURA-200 A 260 °C, NORMAS TÉCNICAS ABNT,MIL SPEC T-27730-A;M;232599.0;Unidade;50.0;15.0;750.0;2.7;135.0;50.0;52229294000121;KARIN CRISTINA ORTEGA GONCALVES;2024-10-01 07:20:46;2024-10-29 09:07:01;2024-10-29
98109403900062024;9810940390006202400001;04178518000170-1-000008/2024;04178518000170;Obras Civis de Pavimentação Asfáltica;Pavimentação Asfáltica em TSD da Rua 14 no Município de Santa Cruz do Xingu-MT.;S;1406.0;UNIDADE;1.0;596147.32;596147.32;588900.0;588900.0;1.0;41550231000156;MEC CONSTRUTORA LTDA;2024-07-25 07:12:28;2024-09-04 10:22:01;2024-09-04
98004403900122024;9800440390012202400002;01614112000103-1-000077/2024;01614112000103;Obras Civis - Perfuração de Poços;Obras Civis - Perfuração de Poços;S;1902.0;  M3;1.0;254205.94;254205.94;252350.0;252350.0;1.0;04505156000185;HIDRONORTE PERFURACAO DE POCOS LTDA;2024-09-26 07:44:15;2024-10-21 09:25:01;2024-10-21
98052306000812024;9805230600081202400001;05149166000198-1-000042/2024;05149166000198;Instalação / manutenção - placa de identificação Instalação / manutenção - placa de identificação;Instalação / manutenção - placa de identificação Instalação / manutenção - placa de identificação;S;21334.0;UNIDADE;1.0;55367.07;55367.07;29961.6;29961.6;1.0;52111632000126;NS SOLUCOES E NEGOCIOS LTDA;2024-08-29 16:02:35;2024-08-29 16:05:35;2024-08-29
98054303900102024;9805430390010202400001;05193115000163-1-000016/2024;05193115000163;Obras Civis de Terraplenagem;RECUPERAÇÃO DA ESTRADA VICINAL RAMAL DO CANARI ATÉ A BETEL COM  EXTENSÃO DE 19,21 KM, LOCALIZADO NA ZONA RURAL DO MUNICIPIO DE SAO  DOMINGOS DO CAPIM/PA, DE ACORDO PROJETO,MEMORIAL DESCRITIVO E  PLANILHAS ORÇAMENTARIAS;S;1384.0;UNIDADE;1.0;1562525.01;1562525.01;1484003.69;1484003.69;1.0;20239662000126;INOVARE EMPREENDIMENTOS,CONSTRUCOES E SERVICOS LTDA;2024-07-26 07:15:19;2024-10-09 10:34:21;2024-10-09
98063707000112024;9806370700011202400001;23060866000193-1-000045/2024;23060866000193;Consultoria e Assessoria - Jurídica Consultoria e Assessoria - Jurídica;Consultoria e Assessoria - Jurídica Consultoria e Assessoria - Jurídica;S;795.0;UNIDADE;8.0;15000.0;120000.0;15000.0;120000.0;8.0;29285081000103;CARVALHO DE LIMA ADVOGADOS ASSOCIADOS;2024-10-29 10:15:29;2024-10-29 10:18:29;2024-10-29
98191105900162024;9819110590016202400041;08778318000100-1-000026/2024;08778318000100;Inspeções e testes em materiais e equipamentos elétricos;Inspeções e testes em materiais e equipamentos elétricos;S;1210.0;UNIDADE;3000.0;1.7;5100.0;1.4;4200.0;3000.0;06948769000112;TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA;2024-08-01 07:13:06;2024-10-11 09:55:08;2024-10-11
98197503900102024;9819750390010202400001;08923971000115-1-000062/2024;08923971000115;Supervisão / gerenciamento / fiscalização - projeto constru-ção / obras civis;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E AMPLIAÇÃO JOSÉ ROLIM NO MUNICÍPIO DE CAJAZEIRAS/PB;S;1341.0;UNIDADE;1.0;316147.17;316147.17;280850.0;280850.0;1.0;07609311000100;CRV CONSTRUCOES E SERVICOS LTDA;2024-07-26 07:07:22;2024-10-29 15:21:42;2024-10-29
98209505900432024;9820950590043202400051;09073628000191-1-000011/2024;09073628000191;Filme Radiológico;Filme Radiológico Tipo: Mamografia , Adicional: Para Processamento Seco , Dimensões: 25 X 30 C;M;415181.0;Caixa 100,00 UN;120.0;468.76;56251.2;;;;;;2024-05-16 07:06:19;2024-05-29 13:11:29;
98217905900562024;9821790590056202400007;09069709000118-1-000068/2024;09069709000118;Manutenção / Reforma Predial;ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES;S;1627.0;UNIDADE;4256.0;29.76;126658.56;23.0;97888.0;4256.0;35586809000121;A.R.J. MONTEIRO CONSTRUCOES, E SERVICOS LTDA;2024-07-29 07:05:48;2024-09-02 10:10:13;2024-09-02
98233306002702024;9823330600270202400002;10260222000105-1-000277/2024;10260222000105;"Fornecimento de Refeições / Lanches / Salgados / Doces MARMITA – JANTA - devem conter obrigatoriamente:
-01 pão de 30 g a 50 g com uma opção de recheio podendo ser (queijo coalho, ovos);
- Cuscuz 150g e arroz acompanhado de (queijo, ovos, leite, carne e galinha guisada ou assada, carne de boi guisada ou assada porções de 90g).
Ou porção de batata doce ou cará, com no mínimo 150g, podendo acompanhar 2 opções (queijo coalho, ovos, carne guisada, no mínimo 90 g)
- Ou Porção e sopa 750 ml (macaxeira, feijão, legumes, entre outros)
- Café ou suco servido em recipiente descartável 200 ml.
- As refeições devem ser acompanhadas de kit de talheres descartáveis, contendo neste: 1 (uma) faca, 1 (um) garfo e um guardanapo descartável, acondicionados
em embalagem plástica.
";"Fornecimento de Refeições / Lanches / Salgados / Doces MARMITA – JANTA - devem conter obrigatoriamente:
-01 pão de 30 g a 50 g com uma opção de recheio podendo ser (queijo coalho, ovos);
- Cuscuz 150g e arroz acompanhado de (queijo, ovos, leite, carne e galinha guisada ou assada, carne de boi guisada ou assada porções de 90g).
Ou porção de batata doce ou cará, com no mínimo 150g, podendo acompanhar 2 opções (queijo coalho, ovos, carne guisada, no mínimo 90 g)
- Ou Porção e sopa 750 ml (macaxeira, feijão, legumes, entre outros)
- Café ou suco servido em recipiente descartável 200 ml.
- As refeições devem ser acompanhadas de kit de talheres descartáveis, contendo neste: 1 (uma) faca, 1 (um) garfo e um guardanapo descartável, acondicionados
em embalagem plástica.
";S;3697.0;UNIDADE;1300.0;17.5;22750.0;17.5;22750.0;1300.0;26624215000177;26.624.215 JULIANA CORDEIRO DA SILVA;2024-07-04 21:01:04;2024-07-04 21:02:05;2024-07-04
98233707000112024;9823370700011202400001;10091510000175-1-000011/2024;10091510000175;Apresentação Artística / Musical / Canto / Coral Contratação artística de CIEL SANTOS para compor a grade do Carnaval 2024 no município de Bezerros Pernambuco.;Apresentação Artística / Musical / Canto / Coral Contratação artística de CIEL SANTOS para compor a grade do Carnaval 2024 no município de Bezerros Pernambuco.;S;15830.0;UNIDADE;1.0;14000.0;14000.0;14000.0;14000.0;1.0;22094523000187;JOSE MACIEL DOS SANTOS 05622958440;2024-02-09 13:15:00;2024-02-09 13:15:01;2024-02-09
98255505920192024;9825550592019202400001;11358140000152-1-000026/2024;11358140000152;Troca filtro - veículo automotivo;Troca filtro - veículo automotivo;S;21776.0;UNIDADE;8.0;95.0;760.0;75.4;603.2;8.0;04250951000170;AUTO POSTO COMBUSTIVEL A & L LTDA;2024-09-20 07:06:01;2024-10-10 11:40:43;2024-10-10
98260305900072024;9826030590007202400005;11361201000130-1-000007/2024;11361201000130;Ar condicionado - instalação/montagem/desmontagem/remoção - (parede / sistemas);Ar condicionado - instalação/montagem/desmontagem/remoção - (parede / sistemas);S;2020.0;  UN;26.0;610.36;15869.36;360.0;9360.0;26.0;50506647000168;50.506.647 JONAS JOSE DOS SANTOS;2024-11-28 07:11:43;2024-12-30 09:49:11;2024-12-30
98028607000082024;9802860700008202400001;01612573000139-1-000007/2024;01612573000139;Consultoria e Assessoria - Jurídica Consultoria e Assessoria - Jurídica;Consultoria e Assessoria - Jurídica Consultoria e Assessoria - Jurídica;S;795.0;UNIDADE;12.0;3000.0;36000.0;3000.0;36000.0;12.0;05587749380;IDEUVANIA SOARES TORRES;2024-06-04 11:02:47;2024-06-04 11:02:48;2024-06-04
98108305900392024;9810830590039202400001;06553713000169-1-000039/2024;06553713000169;Obras Civis de Pavimentação Asfáltica;Obras Civis de Pavimentação Asfáltica - Contratação de empresa para execução dos serviços de pavimentação asfáltica em CBUQ sobre paralelepípedos em vias públicas da zona urbana no município de Francisco Santos – PI,” nas quantidades, condições e especificações contidas no projeto de engenharia - Anexo IV deste Edital.;S;1406.0;  UN;1.0;278966.0;278966.0;248677.76;248677.76;1.0;19945983000167;FBS ENGENHARIA LTDA;2024-08-23 09:11:14;2024-09-09 13:30:21;2024-09-09
98039605900042024;9803960590004202400003;01612805000159-1-000006/2024;01612805000159;Instalação / manutenção - bombas hidráulicas / combustível;Retirada e colocação do grupo submersível - bomba submersa;S;22985.0;UNIDADE;80.0;1000.0;80000.0;650.0;52000.0;80.0;16582784000143;PEDRO GUIDA NETO;2024-08-22 07:04:25;2024-09-19 10:26:55;2024-09-19
98122303900082024;9812230390008202400001;06985832000190-1-000032/2024;06985832000190;Obras civis de parques e praças;Obras civis de parques e praças;S;1350.0;UNIDADE;1.0;3223635.52;3223635.52;2417780.24;2417780.24;1.0;19562853000145;PLENNUS CONSTRUTORA, COMERCIO E SERVICOS LTDA;2024-08-30 07:46:52;2024-11-08 09:52:43;2024-11-08
98747106000072024;9874710600007202400001;75732057000184-1-000008/2024;75732057000184;Perícia, laudo e avaliação Perícia, laudo e avaliação;Perícia, laudo e avaliação Perícia, laudo e avaliação;S;876.0;UNIDADE;1.0;8750.0;8750.0;8750.0;8750.0;1.0;45142925000105;SILVANA BATISTA DOS SANTOS 04184844901;2024-01-08 14:13:16;2024-01-08 14:13:17;2024-01-05
98754106001252024;9875410600125202400003;76205640000108-1-000011/2024;76205640000108;Fornecimento de Refeições / Lanches / Salgados / Doces Fornecimento de Refeições / Lanches / Salgados / Doces;Fornecimento de Refeições / Lanches / Salgados / Doces Fornecimento de Refeições / Lanches / Salgados / Doces;S;3697.0;UNIDADE;43.0;50.0;2150.0;50.0;2150.0;43.0;79039392000152;VIACAO PATO BRANCO S.A.;2024-03-11 10:02:24;2024-03-11 10:02:46;2024-03-11
98756503900212024;9875650390021202400001;77816510000166-1-000211/2024;77816510000166;Obras civis de pavimentação de paralelepípedo;Contratação de empresa para execução de obra de pavimentação com pedras irregulares (calçamento), sobre revestimento primário existente em estrada rural, no trecho de rodovia da Comunidade de Linha Gaúcha, totalizando 4.984,86m2, no Município de Francisco Beltrão   PR.;S;1422.0;  M2;1.0;419004.37;419004.37;379000.0;379000.0;1.0;49422030000185;D  R CALCAMENTOS LTDA;2024-09-04 07:08:07;2024-10-18 09:34:12;2024-10-18
98769303900052024;9876930390005202400001;76995323000124-1-000214/2024;76995323000124;Obras civis de pontes e viadutos - concreto;Contratação de empresa para construção de três pontes em concreto nas Ruas 02, 22 e 23, Bairro Gricolo, de acordo com a Transferência Especial Emenda Parlamentar nº 202419680009, conforme projetos, planilha de serviços, memorial descritivo, cronograma físico financeiro e demais anexos que fazem parte deste edital.;S;1759.0;  UN;1.0;1025048.1;1025048.1;969000.0;969000.0;1.0;00142402000120;ERNANI JOSE BUENO  LTDA;2024-09-10 08:22:30;2024-11-07 13:32:54;2024-11-07
45099603900082024;4509960390008202400001;76995448000154-1-000097/2024;76995448000154;Obras Civis de Pavimentação Asfáltica;Contratação de empresa para execução de serviços de pavimentação asfáltica com aplicação de Concreto Betuminoso Usinado a Quente (CBUQ), sobre pavimentaçãoprimária e poliédrica, no perímetro rural do município de Pato Branco, Estrada Duque de Caxias: Início a partir da BR 158 na Linha Duque de Caxias até a divisa entre a Linha Piacentini em direção à Comunidade Quebra Freio, com área total de 31.200,00m², conforme especificações constantes no edital e seus anexos.;S;1406.0;  UN;1.0;4189196.01;4189196.01;4180398.7;4180398.7;1.0;13480684000118;HIPERPAVI ASFALTOS LTDA;2024-09-19 07:24:07;2024-10-31 08:28:02;2024-10-31
98779105901112024;9877910590111202400001;77003424000134-1-000270/2024;77003424000134;Incineração / aterramento - resíduos industriais / lixo especial;DESCRIÇÃO CONFORME EDITAL.;S;1333.0;UNIDADE;1.0;3405763.2;3405763.2;2017800.0;2017800.0;1.0;10828293000153;EFICIENCIA AMBIENTAL COLETA DE RESIDUOS LTDA;2024-08-20 07:12:02;2024-09-17 09:50:46;2024-09-17
98780505900812024;9878050590081202400002;76205673000140-1-000204/2024;76205673000140;Perícia, laudo e avaliação;"MONITORAMENTO DE AGENTES DE RISCOS AMBIENTAIS E ELABORAÇÃO DE LAUDO  técnico das condições ambientais de trabalho (LTCAT), confeccionado por engenheiro de segurança do trabalho para todos os servidores, função, cargo e local de trabalho e elaboração do perfil profissiográfico. As ações do LTCAT contemplam, no mínimo, os seguintes serviços:    *Descrição e análise detalhada de cada atividade exercida, do ambiente de trabalho, das máquinas e equipamentos utilizadospela empresa contratante;    *Identificação dos respectivos riscos ocupacionais e seus agentes nocivos;    *Medições dos agentes nocivos identificados (varredura de solventes, varredura de metais, poeira, gases, vapores, ruído, vibração, calor), por unidade, local e função, com equipamentos adequados e devidamente calibrados, bem como análises laboratoriais, fornecidos pela empresa contratada, sem custos adicionais;    *Análise da eficácia dos EPIs e EPCs, quandoe se utilizados;    *Enquadramento quanto à aposentadoria especial (INSS);*Realizar as avaliações ambientais separadamente por unidade e por ambiente periciado, sendo as informações coletadas próximo ao empregado que está expostoao maior risco dentro do";S;876.0;UNIDADE;12.0;4350.0;52200.0;551.0;6612.0;12.0;26234397000170;TR CLINICA DE SEGURANCA DO TRABALHO E SAUDE OCUPACIONAL LTDA;2024-07-10 07:10:26;2024-09-30 12:51:19;2024-09-30
98783305900552024;9878330590055202400003;76205699000198-1-000062/2024;76205699000198;Cambagem e Caster em Veículo Automotivo;Cambagem e Caster em Veículo Automotivo;S;10162.0;UN;200.0;70.75;14150.0;49.9;9980.0;200.0;26847182000124;ADRIANO CESAR CELANTE COMERCIO;2024-11-01 07:22:14;2024-11-22 13:59:08;2024-11-22
98791505900762024;9879150590076202400005;76170240000104-1-000275/2024;76170240000104;Buffet;"Balcão (Buffet) de atendimento, nas seguintes especificações mínimas: Sistema de aquecimento por banho-maria; Com 8 cubas; Cubas padrão mundial aço inox AISI304 GN 1/2; Tampas cubas com pegador aço inox; Corpo todo em inox 430; Com passador a aparador de saliva em aço inox; Pés com rodízios e travas;
Pintura pó eletrostática; Estrutura tubular com Ø de 1.1/2; Dimensões (AxLxP) 1220x1440x590 mm. Voltagem 110 volts.";S;12807.0;UNIDADE;1.0;2639.56;2639.56;;;;;;2024-08-12 07:14:47;2024-11-12 14:50:22;
98845306900602024;9884530690060202400001;78279973000107-1-000228/2024;78279973000107;Manutenção e Reparo de Máquinas de Escavação e Terraplanagem;Manutenção e Reparo de Máquinas de Escavação e Terraplanagem;S;3620.0;  UN;1.0;15861.4;15861.4;15000.0;15000.0;1.0;07386997000109;S. M. CORDEIRO & CIA. LTDA;2024-10-17 13:46:39;2024-11-19 09:28:02;2024-11-19
98798905900432024;9879890590043202400030;78101821000101-1-000163/2024;78101821000101;Fornecimento de refeições / lanches / salgados / doces;Pastel assado de carne ou frango com aproximadamente 100g.;S;3697.0;UNIDADE;500.0;7.92;3960.0;7.4;3700.0;500.0;27530345000103;J. M. SILVA NAKKA;2024-10-10 07:02:11;2024-11-06 14:24:59;2024-11-06
98580106000892024;9858010600089202400001;29172467000109-1-000045/2024;29172467000109;Fornecimento de Refeições / Lanches / Salgados / Doces Fornecimento de Refeições / Lanches / Salgados / Doces;Fornecimento de Refeições / Lanches / Salgados / Doces Fornecimento de Refeições / Lanches / Salgados / Doces;S;3697.0;UNIDADE;1.0;33000.0;33000.0;33000.0;33000.0;1.0;54300840000107;LANCHONETE NOVA ANGRA;2024-05-23 15:09:19;2024-05-23 15:09:44;2024-05-23
98600305900152024;9860030590015202400001;31846892000170-1-000042/2024;31846892000170;Análise Clínica, Anatomia Patológica e Citopatologia;Contratação de empresa especializada para a prestação de  serviços de exames laboratoriais, visando atender às necessidades da  Secretaria Municipal de Saúde, pelo período de 12 (doze) meses. (CONFORME TERMO DE REFERÊNCIA EM ANEXO AOEDITAL).;S;5487.0;UNIDADE;1.0;1035291.88;1035291.88;777000.0;777000.0;1.0;04418662000137;LABORATORIO DE ANALISES CLINICAS JA LTDA;2024-06-13 07:12:20;2024-10-11 14:47:09;2024-10-11
98600106909592024;9860010690959202400001;42498733000148-1-001315/2024;42498733000148;Manutenção extintores / mangueiras - combate incêndio;Prestação de Serviços Manutenção de Extintores Contra Incêndio, incluindo recarga, reteste, pintura e recomposição de peças.;S;3662.0;  UN;1.0;8170.0;8170.0;6943.08;6943.08;1.0;07692685000123;J.S.R.C GNV SEGURANCA CONTRA INCENDIO LTDA;2024-09-12 17:37:15;2024-10-11 10:51:58;2024-10-11
98590305900392024;9859030590039202400003;28909604000174-1-000050/2024;28909604000174;Instalação / Manutenção de Sistema de Sinalização Trânsito  Vertical / Horizontal;Instalação de botoeira sonora . Conforme a especificação técnica no Termo de Referencia;S;2836.0;  UN;6.0;446.25;2677.5;446.25;2677.5;6.0;00390052000111;CONTRANSIN - INDUSTRIA E COMERCIO LTDA;2024-08-27 07:17:34;2024-09-10 16:01:53;2024-09-10
98164505900092024;9816450590009202400014;08349102000129-1-000011/2024;08349102000129;Locação / Montagem / Desmontagem de Stands e Projetos em Feiras e Exposições;"Palco 12,00x10,00 mt: locação, montagem, manutenção e desmontagem de palco com as seguintes dimensões; 12 (frente) x 10 (fundo) metros, com piso de 0,50 cmaté 2,20 cm do solo (dependendo da necessidade da produção), com pé direito de 7,00 metros de altura sustentando teto em cobertura volcan/lona kp 1000 com tratamento uv, anti chamas tensionada, formato 02 águas, montadas em torres debox truss p50 de duro alumínio fixado ao solo por meio de sapatas, fixados com parafusos de 5/8 estrutura ventada em cabos de aço de sustentação, fixados por ponteiras do tipo estaca e esticadores. Piso todo forrado com carpete na cor preta, em módulos metálicos com chapas de compensado naval 20 mm, com escadade acesso e rampa de acessibilidade de acordo com a norma abnt 9050. Duas torres de alumínio em q30 para fixação do pa de som tipo fly, com dimensões de 10,com altura, 1,50m largura, com base de sustentação tipo pé de galinha. Housemix 5 x 5 metros, com tablado de no mínimo 30 cm do solo e fechamento em todos os lados com disciplinadores.";S;13099.0;UNIDADE;25.0;13456.9;336422.5;7800.0;195000.0;25.0;70034327000160;K N DE MEDEIROS  LTDA;2024-08-02 07:18:19;2024-11-26 11:52:53;2024-11-26
98166103900122024;9816610390012202400001;08109126000100-1-000252/2024;08109126000100;Obras Civis de Terraplenagem;REGULARIZAÇÃO E COMPACTAÇÃO DE SUBLEITO DE SOLO PREDOMINANTEMENTE ARGILOSO. AF _ 11/2019.;S;1384.0;UN;23000.0;3.12;71760.0;2.34;53820.0;23000.0;05074774000180;CONSTRUTORA NOVOLAR. MT. LTDA;2024-09-25 07:08:36;2024-11-22 13:47:25;2024-11-22
92516205900372024;9251620590037202400001;08241747000496-1-000031/2024;08241747000496;Locação de Veículos - Leves / Pesados;Contratação de empresa especializada na prestação dos serviços de locação de ônibus com motorista, para atender aproximadamente 4.500 (quatro mil e quinhentos) alunos excedentes da rede Municipal de Ensino de Natal/RN.;S;4014.0;  UN;1.0;33960000.0;33960000.0;16299996.0;16299996.0;1.0;06291731000110;3A LOCACOES LTDA;2024-10-30 08:41:01;2024-11-19 13:45:33;2024-11-19
